array_row_idx,clip_id,label,split
177,no_throw_clip_128,0,train
178,no_throw_clip_1280,0,train
179,no_throw_clip_1281,0,train
180,no_throw_clip_1282,0,train
181,no_throw_clip_1283,0,train
182,no_throw_clip_1288,0,train
183,no_throw_clip_129,0,train
184,no_throw_clip_1292,0,train
185,no_throw_clip_1293,0,train
186,no_throw_clip_1298,0,test
187,no_throw_clip_1299,0,validation
188,no_throw_clip_13,0,train
189,no_throw_clip_130,0,validation
190,no_throw_clip_1301,0,train
191,no_throw_clip_1302,0,train
192,no_throw_clip_1304,0,train
193,no_throw_clip_1305,0,train
194,no_throw_clip_1307,0,train
195,no_throw_clip_1308,0,train
196,no_throw_clip_1309,0,train
197,no_throw_clip_131,0,validation
198,no_throw_clip_1312,0,train
199,no_throw_clip_1314,0,train
200,no_throw_clip_1315,0,test
201,no_throw_clip_1316,0,test
202,no_throw_clip_1317,0,test
203,no_throw_clip_1318,0,train
204,no_throw_clip_132,0,train
205,no_throw_clip_1320,0,validation
206,no_throw_clip_1321,0,validation
207,no_throw_clip_1323,0,validation
208,no_throw_clip_1324,0,train
209,no_throw_clip_1329,0,train
210,no_throw_clip_133,0,train
211,no_throw_clip_1331,0,train
212,no_throw_clip_1332,0,train
213,no_throw_clip_1333,0,train
214,no_throw_clip_1334,0,train
215,no_throw_clip_1336,0,train
216,no_throw_clip_1337,0,test
217,no_throw_clip_1338,0,train
218,no_throw_clip_134,0,train
219,no_throw_clip_1340,0,validation
220,no_throw_clip_1341,0,train
221,no_throw_clip_1342,0,train
222,no_throw_clip_1343,0,train
223,no_throw_clip_1344,0,train
224,no_throw_clip_1347,0,train
225,no_throw_clip_1349,0,test
226,no_throw_clip_135,0,train
227,no_throw_clip_1350,0,train
228,no_throw_clip_1352,0,train
229,no_throw_clip_1353,0,validation
230,no_throw_clip_1354,0,test
231,no_throw_clip_1356,0,train
232,no_throw_clip_1361,0,train
233,no_throw_clip_1365,0,train
234,no_throw_clip_1367,0,train
235,no_throw_clip_1368,0,train
236,no_throw_clip_1369,0,train
237,no_throw_clip_137,0,train
238,no_throw_clip_1374,0,train
239,no_throw_clip_1376,0,train
240,no_throw_clip_1379,0,train
241,no_throw_clip_138,0,validation
242,no_throw_clip_1380,0,train
243,no_throw_clip_1382,0,train
244,no_throw_clip_1383,0,train
245,no_throw_clip_1386,0,train
246,no_throw_clip_1387,0,validation
247,no_throw_clip_139,0,train
248,no_throw_clip_1395,0,train
249,no_throw_clip_1396,0,train
250,no_throw_clip_14,0,train
251,no_throw_clip_140,0,train
252,no_throw_clip_1400,0,validation
253,no_throw_clip_1401,0,test
254,no_throw_clip_1403,0,train
255,no_throw_clip_1405,0,train
256,no_throw_clip_1406,0,train
257,no_throw_clip_1407,0,train
258,no_throw_clip_1408,0,train
259,no_throw_clip_1409,0,train
260,no_throw_clip_141,0,train
261,no_throw_clip_1410,0,train
262,no_throw_clip_1411,0,test
263,no_throw_clip_1413,0,train
264,no_throw_clip_1417,0,train
265,no_throw_clip_1418,0,train
266,no_throw_clip_142,0,train
267,no_throw_clip_1420,0,train
268,no_throw_clip_1427,0,train
269,no_throw_clip_1428,0,test
270,no_throw_clip_143,0,train
271,no_throw_clip_1432,0,train
272,no_throw_clip_1433,0,train
273,no_throw_clip_1434,0,train
274,no_throw_clip_1435,0,train
275,no_throw_clip_144,0,train
276,no_throw_clip_1445,0,test
277,no_throw_clip_1446,0,train
278,no_throw_clip_1447,0,train
279,no_throw_clip_1448,0,validation
280,no_throw_clip_1449,0,train
281,no_throw_clip_145,0,train
282,no_throw_clip_1451,0,train
283,no_throw_clip_1453,0,validation
284,no_throw_clip_146,0,train
285,no_throw_clip_1464,0,train
286,no_throw_clip_1465,0,train
287,no_throw_clip_1468,0,train
288,no_throw_clip_1469,0,validation
289,no_throw_clip_1470,0,train
290,no_throw_clip_1474,0,train
291,no_throw_clip_1475,0,train
292,no_throw_clip_1476,0,train
293,no_throw_clip_1478,0,validation
294,no_throw_clip_1479,0,train
295,no_throw_clip_148,0,validation
296,no_throw_clip_1480,0,train
297,no_throw_clip_1481,0,train
298,no_throw_clip_1482,0,train
299,no_throw_clip_1484,0,train
300,no_throw_clip_1485,0,train
301,no_throw_clip_1486,0,train
302,no_throw_clip_1487,0,train
303,no_throw_clip_1491,0,train
304,no_throw_clip_1493,0,train
305,no_throw_clip_1497,0,train
306,no_throw_clip_1498,0,train
307,no_throw_clip_1499,0,train
308,no_throw_clip_15,0,train
309,no_throw_clip_150,0,train
310,no_throw_clip_1506,0,train
311,no_throw_clip_1508,0,train
312,no_throw_clip_151,0,train
313,no_throw_clip_1510,0,train
314,no_throw_clip_1511,0,train
315,no_throw_clip_1514,0,test
316,no_throw_clip_1521,0,train
317,no_throw_clip_1522,0,test
318,no_throw_clip_1523,0,train
319,no_throw_clip_1524,0,train
320,no_throw_clip_1525,0,train
321,no_throw_clip_1526,0,train
322,no_throw_clip_1527,0,train
323,no_throw_clip_1528,0,train
324,no_throw_clip_1529,0,train
325,no_throw_clip_153,0,train
326,no_throw_clip_1531,0,train
327,no_throw_clip_1532,0,train
328,no_throw_clip_1534,0,train
329,no_throw_clip_1536,0,train
330,no_throw_clip_1537,0,test
331,no_throw_clip_1539,0,train
332,no_throw_clip_1540,0,train
333,no_throw_clip_1541,0,train
334,no_throw_clip_1542,0,train
335,no_throw_clip_1543,0,train
336,no_throw_clip_1545,0,train
337,no_throw_clip_1546,0,test
338,no_throw_clip_1548,0,train
339,no_throw_clip_1550,0,train
340,no_throw_clip_1551,0,train
341,no_throw_clip_1552,0,train
342,no_throw_clip_1554,0,train
343,no_throw_clip_1555,0,validation
344,no_throw_clip_1557,0,train
345,no_throw_clip_1558,0,test
346,no_throw_clip_1559,0,train
347,no_throw_clip_1560,0,train
348,no_throw_clip_1561,0,train
349,no_throw_clip_1564,0,train
350,no_throw_clip_1565,0,train
351,no_throw_clip_1566,0,train
352,no_throw_clip_1567,0,train
353,no_throw_clip_1568,0,train
354,no_throw_clip_1569,0,train
355,no_throw_clip_1572,0,train
356,no_throw_clip_1576,0,train
357,no_throw_clip_1577,0,train
358,no_throw_clip_1578,0,train
359,no_throw_clip_1580,0,train
360,no_throw_clip_1581,0,train
361,no_throw_clip_1582,0,train
362,no_throw_clip_1583,0,train
363,no_throw_clip_1584,0,train
364,no_throw_clip_1586,0,train
365,no_throw_clip_1587,0,train
366,no_throw_clip_1588,0,train
367,no_throw_clip_1589,0,train
368,no_throw_clip_159,0,train
369,no_throw_clip_1590,0,train
370,no_throw_clip_1592,0,train
371,no_throw_clip_1593,0,train
372,no_throw_clip_1594,0,train
373,no_throw_clip_1595,0,train
374,no_throw_clip_1596,0,train
375,no_throw_clip_1598,0,train
376,no_throw_clip_1599,0,train
377,no_throw_clip_16,0,train
378,no_throw_clip_160,0,test
379,no_throw_clip_1600,0,validation
380,no_throw_clip_1601,0,train
381,no_throw_clip_1602,0,train
382,no_throw_clip_1604,0,train
383,no_throw_clip_1605,0,train
384,no_throw_clip_1606,0,test
385,no_throw_clip_1607,0,validation
386,no_throw_clip_1609,0,train
387,no_throw_clip_161,0,test
388,no_throw_clip_1610,0,train
389,no_throw_clip_1611,0,train
390,no_throw_clip_1613,0,train
391,no_throw_clip_1614,0,test
392,no_throw_clip_1615,0,test
393,no_throw_clip_1616,0,train
394,no_throw_clip_1618,0,train
395,no_throw_clip_1619,0,train
396,no_throw_clip_162,0,train
397,no_throw_clip_1621,0,validation
398,no_throw_clip_1622,0,train
399,no_throw_clip_1628,0,train
400,no_throw_clip_1629,0,validation
401,no_throw_clip_1630,0,test
402,no_throw_clip_1631,0,validation
403,no_throw_clip_1632,0,test
404,no_throw_clip_1633,0,train
405,no_throw_clip_1635,0,train
406,no_throw_clip_1636,0,validation
407,no_throw_clip_1639,0,train
408,no_throw_clip_1641,0,train
409,no_throw_clip_1642,0,train
410,no_throw_clip_1643,0,train
411,no_throw_clip_1644,0,train
412,no_throw_clip_1645,0,train
413,no_throw_clip_1646,0,train
414,no_throw_clip_1647,0,train
415,no_throw_clip_1648,0,train
416,no_throw_clip_1649,0,train
417,no_throw_clip_1650,0,train
418,no_throw_clip_1654,0,test
419,no_throw_clip_1655,0,train
420,no_throw_clip_1656,0,train
421,no_throw_clip_1657,0,train
422,no_throw_clip_1658,0,train
423,no_throw_clip_1659,0,train
424,no_throw_clip_1660,0,train
425,no_throw_clip_1661,0,train
426,no_throw_clip_1662,0,train
427,no_throw_clip_1663,0,train
428,no_throw_clip_1664,0,train
429,no_throw_clip_1665,0,train
430,no_throw_clip_1667,0,train
431,no_throw_clip_1668,0,train
432,no_throw_clip_1669,0,train
433,no_throw_clip_1670,0,train
434,no_throw_clip_1671,0,train
435,no_throw_clip_1673,0,train
436,no_throw_clip_1674,0,train
437,no_throw_clip_1675,0,test
438,no_throw_clip_1676,0,train
439,no_throw_clip_1677,0,train
440,no_throw_clip_1678,0,train
441,no_throw_clip_1679,0,validation
442,no_throw_clip_168,0,train
443,no_throw_clip_1680,0,train
444,no_throw_clip_1682,0,train
445,no_throw_clip_1683,0,train
446,no_throw_clip_1684,0,train
447,no_throw_clip_1686,0,train
448,no_throw_clip_1687,0,train
449,no_throw_clip_1688,0,train
450,no_throw_clip_169,0,train
451,no_throw_clip_1693,0,train
452,no_throw_clip_1694,0,validation
453,no_throw_clip_1695,0,train
454,no_throw_clip_1696,0,train
455,no_throw_clip_17,0,test
456,no_throw_clip_1702,0,train
457,no_throw_clip_1703,0,train
458,no_throw_clip_1704,0,train
459,no_throw_clip_1706,0,test
460,no_throw_clip_1707,0,train
461,no_throw_clip_1713,0,train
462,no_throw_clip_1715,0,train
463,no_throw_clip_1716,0,test
464,no_throw_clip_1717,0,train
465,no_throw_clip_1718,0,train
466,no_throw_clip_172,0,validation
467,no_throw_clip_1720,0,train
468,no_throw_clip_1721,0,train
469,no_throw_clip_1722,0,validation
470,no_throw_clip_1729,0,train
471,no_throw_clip_173,0,train
472,no_throw_clip_1730,0,validation
473,no_throw_clip_1733,0,train
474,no_throw_clip_1734,0,test
475,no_throw_clip_1735,0,train
476,no_throw_clip_1738,0,validation
477,no_throw_clip_1739,0,train
478,no_throw_clip_174,0,train
479,no_throw_clip_1743,0,train
480,no_throw_clip_1744,0,train
481,no_throw_clip_175,0,train
482,no_throw_clip_1757,0,train
483,no_throw_clip_1758,0,train
484,no_throw_clip_1759,0,validation
485,no_throw_clip_176,0,train
486,no_throw_clip_1760,0,train
487,no_throw_clip_1761,0,train
488,no_throw_clip_177,0,test
489,no_throw_clip_1770,0,train
490,no_throw_clip_1773,0,train
491,no_throw_clip_1778,0,train
492,no_throw_clip_1781,0,test
493,no_throw_clip_1783,0,train
494,no_throw_clip_1785,0,train
495,no_throw_clip_1789,0,train
496,no_throw_clip_179,0,train
497,no_throw_clip_1790,0,train
498,no_throw_clip_1791,0,train
499,no_throw_clip_1792,0,train
500,no_throw_clip_1793,0,train
501,no_throw_clip_1794,0,train
502,no_throw_clip_1795,0,test
503,no_throw_clip_1796,0,train
504,no_throw_clip_1797,0,train
505,no_throw_clip_18,0,train
506,no_throw_clip_1800,0,train
507,no_throw_clip_1803,0,train
508,no_throw_clip_1805,0,test
509,no_throw_clip_1806,0,test
510,no_throw_clip_1808,0,test
511,no_throw_clip_1809,0,train
512,no_throw_clip_1810,0,train
513,no_throw_clip_1811,0,train
514,no_throw_clip_1812,0,train
515,no_throw_clip_1813,0,train
516,no_throw_clip_1814,0,train
517,no_throw_clip_1817,0,train
518,no_throw_clip_1818,0,train
519,no_throw_clip_182,0,train
520,no_throw_clip_1820,0,validation
521,no_throw_clip_1823,0,train
522,no_throw_clip_1824,0,train
523,no_throw_clip_183,0,train
524,no_throw_clip_1833,0,validation
525,no_throw_clip_1834,0,train
526,no_throw_clip_1836,0,train
527,no_throw_clip_184,0,train
528,no_throw_clip_1840,0,train
529,no_throw_clip_1843,0,train
530,no_throw_clip_1844,0,train
531,no_throw_clip_1849,0,train
532,no_throw_clip_1850,0,train
533,no_throw_clip_1851,0,train
534,no_throw_clip_1854,0,train
535,no_throw_clip_1856,0,train
536,no_throw_clip_1857,0,train
537,no_throw_clip_1858,0,train
538,no_throw_clip_1859,0,train
539,no_throw_clip_1861,0,train
540,no_throw_clip_1862,0,test
541,no_throw_clip_1863,0,train
542,no_throw_clip_1864,0,train
543,no_throw_clip_1865,0,train
544,no_throw_clip_1866,0,train
545,no_throw_clip_1867,0,train
546,no_throw_clip_187,0,validation
547,no_throw_clip_1871,0,train
548,no_throw_clip_1872,0,train
549,no_throw_clip_1873,0,train
550,no_throw_clip_1879,0,test
551,no_throw_clip_188,0,train
552,no_throw_clip_1885,0,train
553,no_throw_clip_1886,0,train
554,no_throw_clip_1888,0,train
555,no_throw_clip_1889,0,train
556,no_throw_clip_189,0,test
557,no_throw_clip_1890,0,train
558,no_throw_clip_1898,0,train
559,no_throw_clip_1899,0,train
560,no_throw_clip_19,0,train
561,no_throw_clip_190,0,train
562,no_throw_clip_1901,0,test
563,no_throw_clip_1902,0,test
564,no_throw_clip_1903,0,validation
565,no_throw_clip_1904,0,test
566,no_throw_clip_1905,0,train
567,no_throw_clip_1906,0,train
568,no_throw_clip_1907,0,train
569,no_throw_clip_1908,0,train
570,no_throw_clip_1909,0,train
571,no_throw_clip_191,0,train
572,no_throw_clip_1913,0,train
573,no_throw_clip_1915,0,train
574,no_throw_clip_1916,0,train
575,no_throw_clip_1917,0,train
576,no_throw_clip_1918,0,train
577,no_throw_clip_1919,0,validation
578,no_throw_clip_192,0,train
579,no_throw_clip_1920,0,train
580,no_throw_clip_1921,0,train
581,no_throw_clip_1924,0,train
582,no_throw_clip_193,0,train
583,no_throw_clip_1931,0,train
584,no_throw_clip_1936,0,train
585,no_throw_clip_1937,0,train
586,no_throw_clip_1938,0,test
587,no_throw_clip_1939,0,train
588,no_throw_clip_194,0,train
589,no_throw_clip_1940,0,train
590,no_throw_clip_1941,0,train
591,no_throw_clip_1942,0,train
592,no_throw_clip_1943,0,test
593,no_throw_clip_1945,0,train
594,no_throw_clip_1946,0,train
595,no_throw_clip_1948,0,train
596,no_throw_clip_1949,0,train
597,no_throw_clip_195,0,train
598,no_throw_clip_1950,0,train
599,no_throw_clip_1955,0,train
600,no_throw_clip_1960,0,test
601,no_throw_clip_1961,0,train
602,no_throw_clip_1963,0,train
603,no_throw_clip_1964,0,train
604,no_throw_clip_1965,0,train
605,no_throw_clip_1968,0,train
606,no_throw_clip_197,0,train
607,no_throw_clip_1972,0,train
608,no_throw_clip_1973,0,test
609,no_throw_clip_1975,0,train
610,no_throw_clip_1976,0,train
611,no_throw_clip_1977,0,train
612,no_throw_clip_1978,0,validation
613,no_throw_clip_198,0,train
614,no_throw_clip_1981,0,train
615,no_throw_clip_1982,0,train
616,no_throw_clip_1984,0,train
617,no_throw_clip_1985,0,train
618,no_throw_clip_1986,0,train
619,no_throw_clip_1987,0,train
620,no_throw_clip_1988,0,train
621,no_throw_clip_1989,0,train
622,no_throw_clip_1990,0,train
623,no_throw_clip_1994,0,test
624,no_throw_clip_1995,0,train
625,no_throw_clip_1996,0,train
626,no_throw_clip_1998,0,train
627,no_throw_clip_1999,0,validation
628,no_throw_clip_2,0,train
629,no_throw_clip_2002,0,train
630,no_throw_clip_2004,0,train
631,no_throw_clip_2005,0,train
632,no_throw_clip_2008,0,validation
633,no_throw_clip_2009,0,train
634,no_throw_clip_201,0,train
635,no_throw_clip_2013,0,train
636,no_throw_clip_2015,0,train
637,no_throw_clip_2016,0,train
638,no_throw_clip_2017,0,train
639,no_throw_clip_2018,0,test
640,no_throw_clip_2019,0,test
641,no_throw_clip_202,0,test
642,no_throw_clip_2020,0,validation
643,no_throw_clip_2023,0,train
644,no_throw_clip_2024,0,train
645,no_throw_clip_2027,0,test
646,no_throw_clip_2028,0,test
647,no_throw_clip_2029,0,test
648,no_throw_clip_203,0,validation
649,no_throw_clip_2032,0,train
650,no_throw_clip_2037,0,train
651,no_throw_clip_2038,0,train
652,no_throw_clip_2039,0,train
653,no_throw_clip_2040,0,train
654,no_throw_clip_2042,0,train
655,no_throw_clip_2044,0,train
656,no_throw_clip_2045,0,train
657,no_throw_clip_2046,0,train
658,no_throw_clip_205,0,test
659,no_throw_clip_2050,0,test
660,no_throw_clip_2051,0,train
661,no_throw_clip_2052,0,train
662,no_throw_clip_2053,0,train
663,no_throw_clip_2054,0,test
664,no_throw_clip_2055,0,train
665,no_throw_clip_2056,0,train
666,no_throw_clip_2058,0,train
667,no_throw_clip_206,0,train
668,no_throw_clip_2061,0,train
669,no_throw_clip_2063,0,train
670,no_throw_clip_2064,0,train
671,no_throw_clip_2065,0,train
672,no_throw_clip_2066,0,train
673,no_throw_clip_207,0,train
674,no_throw_clip_2070,0,train
675,no_throw_clip_2071,0,train
676,no_throw_clip_2072,0,train
677,no_throw_clip_2074,0,train
678,no_throw_clip_2075,0,train
679,no_throw_clip_2076,0,train
680,no_throw_clip_2078,0,train
681,no_throw_clip_2081,0,validation
682,no_throw_clip_2085,0,train
683,no_throw_clip_2086,0,validation
684,no_throw_clip_2087,0,train
685,no_throw_clip_2088,0,train
686,no_throw_clip_2092,0,validation
687,no_throw_clip_2093,0,test
688,no_throw_clip_2094,0,train
689,no_throw_clip_2096,0,train
690,no_throw_clip_2099,0,train
691,no_throw_clip_21,0,train
692,no_throw_clip_2105,0,train
693,no_throw_clip_2106,0,train
694,no_throw_clip_2108,0,train
695,no_throw_clip_2111,0,train
696,no_throw_clip_2112,0,train
697,no_throw_clip_2113,0,train
698,no_throw_clip_2114,0,test
699,no_throw_clip_2115,0,test
700,no_throw_clip_2116,0,train
701,no_throw_clip_2117,0,train
702,no_throw_clip_2118,0,test
703,no_throw_clip_2119,0,train
704,no_throw_clip_212,0,train
705,no_throw_clip_2122,0,train
706,no_throw_clip_2123,0,train
707,no_throw_clip_2124,0,train
708,no_throw_clip_2126,0,train
709,no_throw_clip_2127,0,validation
710,no_throw_clip_2129,0,train
711,no_throw_clip_2130,0,train
712,no_throw_clip_2131,0,train
713,no_throw_clip_2136,0,train
714,no_throw_clip_2137,0,train
715,no_throw_clip_214,0,train
716,no_throw_clip_2141,0,train
717,no_throw_clip_2148,0,train
718,no_throw_clip_215,0,train
719,no_throw_clip_2153,0,validation
720,no_throw_clip_2154,0,train
721,no_throw_clip_2158,0,train
722,no_throw_clip_2159,0,train
723,no_throw_clip_216,0,train
724,no_throw_clip_2160,0,train
725,no_throw_clip_2162,0,validation
726,no_throw_clip_2163,0,train
727,no_throw_clip_2164,0,train
728,no_throw_clip_2168,0,train
729,no_throw_clip_2171,0,validation
730,no_throw_clip_2172,0,train
731,no_throw_clip_2173,0,train
732,no_throw_clip_2175,0,train
733,no_throw_clip_2176,0,train
734,no_throw_clip_218,0,train
735,no_throw_clip_2180,0,train
736,no_throw_clip_2186,0,train
737,no_throw_clip_2187,0,train
738,no_throw_clip_2188,0,train
739,no_throw_clip_219,0,train
740,no_throw_clip_2190,0,train
741,no_throw_clip_2194,0,train
742,no_throw_clip_2196,0,validation
743,no_throw_clip_2197,0,train
744,no_throw_clip_2199,0,train
745,no_throw_clip_22,0,train
746,no_throw_clip_220,0,train
747,no_throw_clip_2200,0,test
748,no_throw_clip_2202,0,validation
749,no_throw_clip_2204,0,validation
750,no_throw_clip_2205,0,train
751,no_throw_clip_2207,0,validation
752,no_throw_clip_2208,0,train
753,no_throw_clip_2209,0,train
754,no_throw_clip_2210,0,train
755,no_throw_clip_2211,0,train
756,no_throw_clip_2212,0,train
757,no_throw_clip_2213,0,train
758,no_throw_clip_2214,0,train
759,no_throw_clip_2215,0,train
760,no_throw_clip_2217,0,train
761,no_throw_clip_2218,0,train
762,no_throw_clip_2219,0,train
763,no_throw_clip_2220,0,validation
764,no_throw_clip_2221,0,train
765,no_throw_clip_2224,0,train
766,no_throw_clip_2229,0,validation
767,no_throw_clip_223,0,train
768,no_throw_clip_2230,0,train
769,no_throw_clip_2231,0,validation
770,no_throw_clip_2232,0,train
771,no_throw_clip_2234,0,train
772,no_throw_clip_2237,0,train
773,no_throw_clip_2239,0,train
774,no_throw_clip_2240,0,train
775,no_throw_clip_2241,0,test
776,no_throw_clip_2252,0,validation
777,no_throw_clip_2253,0,train
778,no_throw_clip_2254,0,train
779,no_throw_clip_2255,0,validation
780,no_throw_clip_2256,0,train
781,no_throw_clip_2257,0,train
782,no_throw_clip_2258,0,train
783,no_throw_clip_226,0,train
784,no_throw_clip_2261,0,train
785,no_throw_clip_2263,0,train
786,no_throw_clip_2266,0,train
787,no_throw_clip_2268,0,train
788,no_throw_clip_2269,0,train
789,no_throw_clip_2276,0,train
790,no_throw_clip_2277,0,train
791,no_throw_clip_2279,0,test
792,no_throw_clip_2280,0,train
793,no_throw_clip_2281,0,train
794,no_throw_clip_2282,0,validation
795,no_throw_clip_2283,0,validation
796,no_throw_clip_2285,0,train
797,no_throw_clip_2286,0,test
798,no_throw_clip_2287,0,train
799,no_throw_clip_2288,0,train
800,no_throw_clip_2289,0,test
801,no_throw_clip_2290,0,train
802,no_throw_clip_2291,0,train
803,no_throw_clip_2292,0,train
804,no_throw_clip_2293,0,validation
805,no_throw_clip_2294,0,test
806,no_throw_clip_2296,0,train
807,no_throw_clip_2297,0,train
808,no_throw_clip_2298,0,train
809,no_throw_clip_2299,0,train
810,no_throw_clip_23,0,train
811,no_throw_clip_2300,0,train
812,no_throw_clip_2301,0,train
813,no_throw_clip_2302,0,train
814,no_throw_clip_2303,0,train
815,no_throw_clip_2304,0,test
816,no_throw_clip_2305,0,train
817,no_throw_clip_2306,0,train
818,no_throw_clip_2307,0,train
819,no_throw_clip_2308,0,train
820,no_throw_clip_2309,0,train
821,no_throw_clip_2311,0,validation
