clip_id,source_video_id,start_timestamp,end_timestamp
no_throw_clip_39,source_video_0001,00:07:26,00:07:33
no_throw_clip_40,source_video_0001,00:07:34,00:07:41
no_throw_clip_41,source_video_0001,00:07:58,00:08:05
no_throw_clip_42,source_video_0001,00:08:19,00:08:26
no_throw_clip_43,source_video_0001,00:09:00,00:09:07
no_throw_clip_44,source_video_0001,00:09:08,00:09:15
no_throw_clip_45,source_video_0001,00:09:27,00:09:34
no_throw_clip_46,source_video_0001,00:09:35,00:09:42
no_throw_clip_47,source_video_0001,00:09:55,00:10:02
no_throw_clip_48,source_video_0001,00:10:20,00:10:27
no_throw_clip_49,source_video_0001,00:10:28,00:10:35
no_throw_clip_50,source_video_0001,00:10:48,00:10:55
no_throw_clip_51,source_video_0001,00:11:12,00:11:19
no_throw_clip_52,source_video_0001,00:11:20,00:11:27
no_throw_clip_53,source_video_0001,00:11:44,00:11:51
no_throw_clip_54,source_video_0001,00:11:52,00:11:59
no_throw_clip_55,source_video_0001,00:12:20,00:12:27
no_throw_clip_56,source_video_0001,00:12:28,00:12:35
no_throw_clip_57,source_video_0001,00:12:57,00:13:04
no_throw_clip_58,source_video_0001,00:13:05,00:13:12
no_throw_clip_59,source_video_0001,00:13:27,00:13:34
no_throw_clip_60,source_video_0001,00:13:35,00:13:42
no_throw_clip_61,source_video_0001,00:13:43,00:13:50
no_throw_clip_62,source_video_0001,00:13:51,00:13:58
no_throw_clip_63,source_video_0001,00:13:59,00:14:06
no_throw_clip_64,source_video_0001,00:14:07,00:14:14
no_throw_clip_65,source_video_0001,00:14:15,00:14:22
no_throw_clip_66,source_video_0001,00:14:23,00:14:30
no_throw_clip_67,source_video_0001,00:14:31,00:14:38
no_throw_clip_68,source_video_0001,00:14:39,00:14:46
no_throw_clip_69,source_video_0001,00:14:47,00:14:54
no_throw_clip_70,source_video_0001,00:14:55,00:15:02
no_throw_clip_71,source_video_0001,00:15:03,00:15:10
no_throw_clip_72,source_video_0001,00:15:11,00:15:18
no_throw_clip_73,source_video_0001,00:15:19,00:15:26
no_throw_clip_74,source_video_0001,00:15:27,00:15:34
no_throw_clip_75,source_video_0001,00:15:35,00:15:42
no_throw_clip_76,source_video_0001,00:15:43,00:15:50
no_throw_clip_77,source_video_0001,00:15:51,00:15:58
no_throw_clip_78,source_video_0001,00:15:59,00:16:06
no_throw_clip_79,source_video_0001,00:16:07,00:16:14
no_throw_clip_80,source_video_0001,00:16:15,00:16:22
no_throw_clip_81,source_video_0001,00:16:23,00:16:30
no_throw_clip_82,source_video_0001,00:16:31,00:16:38
no_throw_clip_83,source_video_0001,00:16:39,00:16:46
no_throw_clip_84,source_video_0001,00:16:47,00:16:54
no_throw_clip_85,source_video_0001,00:16:55,00:17:02
no_throw_clip_86,source_video_0001,00:17:03,00:17:10
no_throw_clip_87,source_video_0001,00:17:11,00:17:18
no_throw_clip_88,source_video_0001,00:17:19,00:17:26
no_throw_clip_89,source_video_0001,00:17:27,00:17:34
no_throw_clip_90,source_video_0001,00:17:35,00:17:42
no_throw_clip_91,source_video_0001,00:17:43,00:17:50
no_throw_clip_92,source_video_0001,00:17:51,00:17:58
no_throw_clip_93,source_video_0001,00:17:59,00:18:06
no_throw_clip_94,source_video_0001,00:18:07,00:18:14
no_throw_clip_95,source_video_0001,00:18:32,00:18:39
no_throw_clip_96,source_video_0001,00:18:40,00:18:47
no_throw_clip_97,source_video_0001,00:19:01,00:19:08
no_throw_clip_98,source_video_0001,00:19:09,00:19:16
no_throw_clip_99,source_video_0001,00:19:17,00:19:24
no_throw_clip_100,source_video_0001,00:19:42,00:19:49
no_throw_clip_101,source_video_0001,00:19:50,00:19:57
no_throw_clip_102,source_video_0001,00:19:58,00:20:05
no_throw_clip_103,source_video_0001,00:20:06,00:20:13
no_throw_clip_104,source_video_0001,00:20:14,00:20:21
no_throw_clip_105,source_video_0001,00:20:22,00:20:29
no_throw_clip_106,source_video_0001,00:20:45,00:20:52
no_throw_clip_107,source_video_0001,00:20:53,00:21:00
no_throw_clip_108,source_video_0001,00:21:01,00:21:08
no_throw_clip_109,source_video_0001,00:21:27,00:21:34
no_throw_clip_110,source_video_0001,00:21:52,00:21:59
no_throw_clip_111,source_video_0001,00:22:00,00:22:07
no_throw_clip_112,source_video_0001,00:22:08,00:22:15
no_throw_clip_113,source_video_0001,00:22:16,00:22:23
no_throw_clip_114,source_video_0001,00:22:24,00:22:31
no_throw_clip_115,source_video_0001,00:22:32,00:22:39
no_throw_clip_116,source_video_0001,00:22:40,00:22:47
no_throw_clip_117,source_video_0001,00:22:48,00:22:55
no_throw_clip_118,source_video_0001,00:22:56,00:23:03
no_throw_clip_119,source_video_0001,00:23:04,00:23:11
no_throw_clip_120,source_video_0001,00:23:12,00:23:19
no_throw_clip_121,source_video_0001,00:23:20,00:23:27
no_throw_clip_122,source_video_0001,00:23:28,00:23:35
no_throw_clip_123,source_video_0001,00:23:36,00:23:43
no_throw_clip_124,source_video_0001,00:23:44,00:23:51
no_throw_clip_125,source_video_0001,00:23:52,00:23:59
no_throw_clip_126,source_video_0001,00:24:00,00:24:07
no_throw_clip_127,source_video_0001,00:24:08,00:24:15
no_throw_clip_128,source_video_0001,00:24:16,00:24:23
no_throw_clip_129,source_video_0001,00:24:24,00:24:31
no_throw_clip_130,source_video_0001,00:24:32,00:24:39
no_throw_clip_131,source_video_0001,00:24:40,00:24:47
no_throw_clip_132,source_video_0001,00:24:48,00:24:55
no_throw_clip_133,source_video_0001,00:24:56,00:25:03
no_throw_clip_134,source_video_0001,00:25:04,00:25:11
no_throw_clip_135,source_video_0001,00:25:12,00:25:19
no_throw_clip_136,source_video_0001,00:25:54,00:26:01
no_throw_clip_137,source_video_0001,00:26:02,00:26:09
no_throw_clip_138,source_video_0001,00:26:10,00:26:17
no_throw_clip_139,source_video_0001,00:26:18,00:26:25
no_throw_clip_140,source_video_0001,00:26:26,00:26:33
no_throw_clip_141,source_video_0001,00:26:34,00:26:41
no_throw_clip_142,source_video_0001,00:26:42,00:26:49
no_throw_clip_143,source_video_0001,00:26:50,00:26:57
no_throw_clip_144,source_video_0001,00:26:58,00:27:05
no_throw_clip_145,source_video_0001,00:27:06,00:27:13
no_throw_clip_146,source_video_0001,00:27:14,00:27:21
no_throw_clip_147,source_video_0001,00:27:22,00:27:29
no_throw_clip_148,source_video_0001,00:27:30,00:27:37
no_throw_clip_149,source_video_0001,00:27:54,00:28:01
no_throw_clip_150,source_video_0001,00:28:02,00:28:09
no_throw_clip_151,source_video_0001,00:28:10,00:28:17
no_throw_clip_152,source_video_0001,00:28:34,00:28:41
no_throw_clip_153,source_video_0001,00:28:42,00:28:49
no_throw_clip_154,source_video_0001,00:28:50,00:28:57
no_throw_clip_155,source_video_0001,00:29:12,00:29:19
no_throw_clip_156,source_video_0001,00:29:20,00:29:27
no_throw_clip_157,source_video_0001,00:29:49,00:29:56
no_throw_clip_158,source_video_0001,00:29:57,00:30:04
no_throw_clip_159,source_video_0001,00:30:05,00:30:12
no_throw_clip_160,source_video_0001,00:30:13,00:30:20
no_throw_clip_161,source_video_0001,00:30:21,00:30:28
no_throw_clip_162,source_video_0001,00:30:29,00:30:36
no_throw_clip_163,source_video_0001,00:30:37,00:30:44
no_throw_clip_164,source_video_0001,00:30:45,00:30:52
no_throw_clip_165,source_video_0001,00:30:53,00:31:00
no_throw_clip_166,source_video_0001,00:31:01,00:31:08
no_throw_clip_167,source_video_0001,00:31:09,00:31:16
no_throw_clip_168,source_video_0001,00:31:17,00:31:24
no_throw_clip_169,source_video_0001,00:31:25,00:31:32
no_throw_clip_170,source_video_0001,00:31:33,00:31:40
no_throw_clip_171,source_video_0001,00:31:41,00:31:48
no_throw_clip_172,source_video_0001,00:31:49,00:31:56
no_throw_clip_173,source_video_0001,00:31:57,00:32:04
no_throw_clip_174,source_video_0001,00:32:05,00:32:12
no_throw_clip_175,source_video_0001,00:32:13,00:32:20
no_throw_clip_176,source_video_0001,00:32:21,00:32:28
no_throw_clip_177,source_video_0001,00:32:29,00:32:36
no_throw_clip_178,source_video_0001,00:32:53,00:33:00
no_throw_clip_179,source_video_0001,00:33:01,00:33:08
no_throw_clip_180,source_video_0001,00:33:09,00:33:16
no_throw_clip_181,source_video_0001,00:33:17,00:33:24
no_throw_clip_182,source_video_0001,00:33:25,00:33:32
no_throw_clip_183,source_video_0001,00:33:33,00:33:40
no_throw_clip_184,source_video_0001,00:33:41,00:33:48
no_throw_clip_185,source_video_0001,00:33:49,00:33:56
no_throw_clip_186,source_video_0001,00:33:57,00:34:04
no_throw_clip_187,source_video_0001,00:34:05,00:34:12
no_throw_clip_188,source_video_0001,00:34:13,00:34:20
no_throw_clip_189,source_video_0001,00:34:21,00:34:28
no_throw_clip_190,source_video_0001,00:34:46,00:34:53
no_throw_clip_191,source_video_0001,00:34:54,00:35:01
no_throw_clip_192,source_video_0001,00:35:02,00:35:09
no_throw_clip_193,source_video_0001,00:35:25,00:35:32
no_throw_clip_194,source_video_0001,00:35:33,00:35:40
no_throw_clip_195,source_video_0001,00:35:52,00:35:59
no_throw_clip_196,source_video_0001,00:36:00,00:36:07
no_throw_clip_197,source_video_0001,00:36:08,00:36:15
no_throw_clip_198,source_video_0001,00:36:16,00:36:23
no_throw_clip_199,source_video_0001,00:36:24,00:36:31
no_throw_clip_200,source_video_0001,00:36:32,00:36:39
no_throw_clip_201,source_video_0001,00:36:40,00:36:47
no_throw_clip_202,source_video_0001,00:37:13,00:37:20
no_throw_clip_203,source_video_0001,00:37:43,00:37:50
no_throw_clip_204,source_video_0001,00:37:51,00:37:58
no_throw_clip_205,source_video_0001,00:37:59,00:38:06
no_throw_clip_206,source_video_0001,00:38:07,00:38:14
no_throw_clip_207,source_video_0001,00:38:15,00:38:22
no_throw_clip_208,source_video_0001,00:38:23,00:38:30
no_throw_clip_209,source_video_0001,00:38:31,00:38:38
no_throw_clip_210,source_video_0001,00:38:39,00:38:46
no_throw_clip_211,source_video_0001,00:38:47,00:38:54
no_throw_clip_212,source_video_0001,00:38:55,00:39:02
no_throw_clip_213,source_video_0001,00:39:03,00:39:10
no_throw_clip_214,source_video_0001,00:39:11,00:39:18
no_throw_clip_215,source_video_0001,00:39:19,00:39:26
no_throw_clip_216,source_video_0001,00:39:27,00:39:34
no_throw_clip_217,source_video_0002,00:00:00,00:00:07
no_throw_clip_218,source_video_0002,00:00:08,00:00:15
no_throw_clip_219,source_video_0002,00:00:16,00:00:23
no_throw_clip_220,source_video_0002,00:00:24,00:00:31
no_throw_clip_221,source_video_0002,00:00:32,00:00:39
no_throw_clip_222,source_video_0002,00:00:40,00:00:47
no_throw_clip_223,source_video_0002,00:00:48,00:00:55
no_throw_clip_224,source_video_0002,00:01:14,00:01:21
no_throw_clip_225,source_video_0002,00:01:22,00:01:29
no_throw_clip_226,source_video_0002,00:01:30,00:01:37
no_throw_clip_227,source_video_0002,00:01:38,00:01:45
no_throw_clip_228,source_video_0002,00:01:46,00:01:53
no_throw_clip_229,source_video_0002,00:01:54,00:02:01
no_throw_clip_230,source_video_0002,00:02:02,00:02:09
no_throw_clip_231,source_video_0002,00:02:10,00:02:17
no_throw_clip_232,source_video_0002,00:02:18,00:02:25
no_throw_clip_233,source_video_0002,00:02:26,00:02:33
no_throw_clip_234,source_video_0002,00:02:34,00:02:41
no_throw_clip_235,source_video_0002,00:02:42,00:02:49
no_throw_clip_236,source_video_0002,00:02:50,00:02:57
no_throw_clip_237,source_video_0002,00:02:58,00:03:05
no_throw_clip_238,source_video_0002,00:03:06,00:03:13
no_throw_clip_239,source_video_0002,00:03:14,00:03:21
no_throw_clip_240,source_video_0002,00:03:22,00:03:29
no_throw_clip_241,source_video_0002,00:03:30,00:03:37
no_throw_clip_242,source_video_0002,00:03:38,00:03:45
no_throw_clip_243,source_video_0002,00:03:46,00:03:53
no_throw_clip_244,source_video_0002,00:03:54,00:04:01
no_throw_clip_245,source_video_0002,00:04:20,00:04:27
no_throw_clip_246,source_video_0002,00:04:28,00:04:35
no_throw_clip_247,source_video_0002,00:04:36,00:04:43
no_throw_clip_248,source_video_0002,00:04:58,00:05:05
no_throw_clip_249,source_video_0002,00:05:06,00:05:13
no_throw_clip_250,source_video_0002,00:05:32,00:05:39
no_throw_clip_251,source_video_0002,00:05:40,00:05:47
no_throw_clip_252,source_video_0002,00:06:06,00:06:13
no_throw_clip_253,source_video_0002,00:06:14,00:06:21
no_throw_clip_254,source_video_0002,00:06:36,00:06:43
no_throw_clip_255,source_video_0002,00:06:44,00:06:51
no_throw_clip_256,source_video_0002,00:06:52,00:06:59
no_throw_clip_257,source_video_0002,00:07:00,00:07:07
no_throw_clip_258,source_video_0002,00:07:08,00:07:15
no_throw_clip_259,source_video_0002,00:07:16,00:07:23
no_throw_clip_260,source_video_0002,00:07:44,00:07:51
no_throw_clip_261,source_video_0002,00:07:52,00:07:59
no_throw_clip_262,source_video_0002,00:08:00,00:08:07
no_throw_clip_263,source_video_0002,00:08:43,00:08:50
no_throw_clip_264,source_video_0002,00:08:51,00:08:58
no_throw_clip_265,source_video_0002,00:08:59,00:09:06
no_throw_clip_266,source_video_0002,00:09:07,00:09:14
no_throw_clip_267,source_video_0002,00:09:15,00:09:22
no_throw_clip_268,source_video_0002,00:09:23,00:09:30
no_throw_clip_269,source_video_0002,00:09:31,00:09:38
no_throw_clip_270,source_video_0002,00:09:39,00:09:46
no_throw_clip_271,source_video_0002,00:09:47,00:09:54
no_throw_clip_272,source_video_0002,00:09:55,00:10:02
no_throw_clip_273,source_video_0002,00:10:03,00:10:10
no_throw_clip_274,source_video_0002,00:10:11,00:10:18
no_throw_clip_275,source_video_0002,00:10:19,00:10:26
no_throw_clip_276,source_video_0002,00:10:27,00:10:34
no_throw_clip_277,source_video_0002,00:10:35,00:10:42
no_throw_clip_278,source_video_0002,00:10:43,00:10:50
no_throw_clip_279,source_video_0002,00:10:51,00:10:58
no_throw_clip_280,source_video_0002,00:11:24,00:11:31
no_throw_clip_281,source_video_0002,00:11:32,00:11:39
no_throw_clip_282,source_video_0002,00:12:12,00:12:19
no_throw_clip_283,source_video_0002,00:12:20,00:12:27
no_throw_clip_284,source_video_0002,00:12:43,00:12:50
no_throw_clip_285,source_video_0002,00:12:51,00:12:58
no_throw_clip_286,source_video_0002,00:13:19,00:13:26
no_throw_clip_287,source_video_0002,00:13:27,00:13:34
no_throw_clip_288,source_video_0002,00:13:35,00:13:42
no_throw_clip_289,source_video_0002,00:13:55,00:14:02
no_throw_clip_290,source_video_0002,00:14:22,00:14:29
no_throw_clip_291,source_video_0002,00:14:46,00:14:53
no_throw_clip_292,source_video_0002,00:14:54,00:15:01
no_throw_clip_293,source_video_0002,00:15:15,00:15:22
no_throw_clip_294,source_video_0002,00:15:38,00:15:45
no_throw_clip_295,source_video_0002,00:16:02,00:16:09
no_throw_clip_296,source_video_0002,00:16:10,00:16:17
no_throw_clip_297,source_video_0002,00:16:18,00:16:25
no_throw_clip_298,source_video_0002,00:16:26,00:16:33
no_throw_clip_299,source_video_0002,00:16:34,00:16:41
no_throw_clip_300,source_video_0002,00:16:56,00:17:03
no_throw_clip_301,source_video_0002,00:17:15,00:17:22
no_throw_clip_302,source_video_0002,00:17:23,00:17:30
no_throw_clip_303,source_video_0002,00:17:31,00:17:38
no_throw_clip_304,source_video_0002,00:17:39,00:17:46
no_throw_clip_305,source_video_0002,00:18:02,00:18:09
no_throw_clip_306,source_video_0002,00:18:10,00:18:17
no_throw_clip_307,source_video_0002,00:18:18,00:18:25
no_throw_clip_308,source_video_0002,00:18:39,00:18:46
no_throw_clip_309,source_video_0002,00:18:47,00:18:54
no_throw_clip_310,source_video_0002,00:18:55,00:19:02
no_throw_clip_311,source_video_0002,00:19:03,00:19:10
no_throw_clip_312,source_video_0002,00:19:11,00:19:18
no_throw_clip_313,source_video_0002,00:19:19,00:19:26
no_throw_clip_314,source_video_0002,00:19:27,00:19:34
no_throw_clip_315,source_video_0002,00:19:35,00:19:42
no_throw_clip_316,source_video_0002,00:19:43,00:19:50
no_throw_clip_317,source_video_0002,00:19:51,00:19:58
no_throw_clip_318,source_video_0002,00:19:59,00:20:06
no_throw_clip_319,source_video_0002,00:20:07,00:20:14
no_throw_clip_320,source_video_0002,00:20:15,00:20:22
no_throw_clip_321,source_video_0002,00:20:23,00:20:30
no_throw_clip_322,source_video_0002,00:20:31,00:20:38
no_throw_clip_323,source_video_0002,00:20:39,00:20:46
no_throw_clip_324,source_video_0002,00:20:59,00:21:06
no_throw_clip_325,source_video_0002,00:21:07,00:21:14
no_throw_clip_326,source_video_0002,00:21:15,00:21:22
no_throw_clip_327,source_video_0002,00:21:23,00:21:30
no_throw_clip_328,source_video_0002,00:21:31,00:21:38
no_throw_clip_329,source_video_0002,00:21:54,00:22:01
no_throw_clip_330,source_video_0002,00:22:02,00:22:09
no_throw_clip_331,source_video_0002,00:22:10,00:22:17
no_throw_clip_332,source_video_0002,00:22:18,00:22:25
no_throw_clip_333,source_video_0002,00:22:45,00:22:52
no_throw_clip_334,source_video_0002,00:22:53,00:23:00
no_throw_clip_335,source_video_0002,00:23:01,00:23:08
no_throw_clip_336,source_video_0002,00:23:09,00:23:16
no_throw_clip_337,source_video_0002,00:23:28,00:23:35
no_throw_clip_338,source_video_0002,00:23:36,00:23:43
no_throw_clip_339,source_video_0002,00:23:44,00:23:51
no_throw_clip_340,source_video_0002,00:23:52,00:23:59
no_throw_clip_341,source_video_0002,00:24:00,00:24:07
no_throw_clip_342,source_video_0002,00:24:08,00:24:15
no_throw_clip_343,source_video_0002,00:24:16,00:24:23
no_throw_clip_344,source_video_0002,00:24:47,00:24:54
no_throw_clip_345,source_video_0002,00:24:55,00:25:02
no_throw_clip_346,source_video_0002,00:25:03,00:25:10
no_throw_clip_347,source_video_0002,00:25:26,00:25:33
no_throw_clip_348,source_video_0002,00:25:34,00:25:41
no_throw_clip_349,source_video_0002,00:25:42,00:25:49
no_throw_clip_350,source_video_0002,00:25:50,00:25:57
no_throw_clip_351,source_video_0002,00:25:58,00:26:05
no_throw_clip_352,source_video_0002,00:26:23,00:26:30
no_throw_clip_353,source_video_0002,00:26:31,00:26:38
no_throw_clip_354,source_video_0002,00:26:39,00:26:46
no_throw_clip_355,source_video_0002,00:27:04,00:27:11
no_throw_clip_356,source_video_0002,00:27:12,00:27:19
no_throw_clip_357,source_video_0002,00:27:20,00:27:27
no_throw_clip_358,source_video_0002,00:27:47,00:27:54
no_throw_clip_359,source_video_0002,00:27:55,00:28:02
no_throw_clip_360,source_video_0002,00:28:03,00:28:10
no_throw_clip_361,source_video_0002,00:28:11,00:28:18
no_throw_clip_362,source_video_0002,00:28:19,00:28:26
no_throw_clip_363,source_video_0002,00:28:27,00:28:34
no_throw_clip_364,source_video_0002,00:28:35,00:28:42
no_throw_clip_365,source_video_0002,00:28:43,00:28:50
no_throw_clip_366,source_video_0002,00:28:51,00:28:58
no_throw_clip_367,source_video_0002,00:29:15,00:29:22
no_throw_clip_368,source_video_0002,00:29:23,00:29:30
no_throw_clip_369,source_video_0002,00:29:45,00:29:52
no_throw_clip_370,source_video_0002,00:29:53,00:30:00
no_throw_clip_371,source_video_0002,00:30:01,00:30:08
no_throw_clip_372,source_video_0002,00:30:09,00:30:16
no_throw_clip_373,source_video_0002,00:30:17,00:30:24
no_throw_clip_374,source_video_0002,00:30:25,00:30:32
no_throw_clip_375,source_video_0002,00:30:33,00:30:40
no_throw_clip_376,source_video_0002,00:30:41,00:30:48
no_throw_clip_377,source_video_0002,00:30:49,00:30:56
no_throw_clip_378,source_video_0002,00:30:57,00:31:04
no_throw_clip_379,source_video_0002,00:31:05,00:31:12
no_throw_clip_380,source_video_0002,00:31:13,00:31:20
no_throw_clip_381,source_video_0002,00:31:21,00:31:28
no_throw_clip_382,source_video_0002,00:31:29,00:31:36
no_throw_clip_383,source_video_0002,00:31:37,00:31:44
no_throw_clip_384,source_video_0002,00:31:45,00:31:52
no_throw_clip_385,source_video_0002,00:31:53,00:32:00
no_throw_clip_386,source_video_0002,00:32:01,00:32:08
no_throw_clip_387,source_video_0002,00:32:09,00:32:16
no_throw_clip_388,source_video_0002,00:32:17,00:32:24
no_throw_clip_389,source_video_0002,00:32:37,00:32:44
no_throw_clip_390,source_video_0002,00:32:45,00:32:52
no_throw_clip_391,source_video_0002,00:33:11,00:33:18
no_throw_clip_392,source_video_0002,00:33:19,00:33:26
no_throw_clip_393,source_video_0002,00:33:27,00:33:34
no_throw_clip_394,source_video_0002,00:33:35,00:33:42
no_throw_clip_395,source_video_0002,00:33:43,00:33:50
no_throw_clip_396,source_video_0002,00:33:51,00:33:58
no_throw_clip_397,source_video_0002,00:34:10,00:34:17
no_throw_clip_398,source_video_0002,00:34:18,00:34:25
no_throw_clip_399,source_video_0002,00:34:26,00:34:33
no_throw_clip_400,source_video_0002,00:34:34,00:34:41
no_throw_clip_401,source_video_0002,00:34:42,00:34:49
no_throw_clip_402,source_video_0002,00:34:50,00:34:57
no_throw_clip_403,source_video_0002,00:34:58,00:35:05
no_throw_clip_404,source_video_0002,00:35:06,00:35:13
no_throw_clip_405,source_video_0002,00:35:14,00:35:21
no_throw_clip_406,source_video_0002,00:35:22,00:35:29
no_throw_clip_407,source_video_0002,00:35:30,00:35:37
no_throw_clip_408,source_video_0002,00:35:38,00:35:45
no_throw_clip_409,source_video_0002,00:35:46,00:35:53
no_throw_clip_410,source_video_0002,00:35:54,00:36:01
no_throw_clip_411,source_video_0002,00:36:27,00:36:34
no_throw_clip_412,source_video_0002,00:36:35,00:36:42
no_throw_clip_413,source_video_0002,00:36:43,00:36:50
no_throw_clip_414,source_video_0002,00:36:51,00:36:58
no_throw_clip_415,source_video_0002,00:36:59,00:37:06
no_throw_clip_416,source_video_0002,00:37:07,00:37:14
no_throw_clip_417,source_video_0002,00:37:15,00:37:22
no_throw_clip_418,source_video_0002,00:37:44,00:37:51
no_throw_clip_419,source_video_0002,00:37:52,00:37:59
no_throw_clip_420,source_video_0002,00:38:20,00:38:27
no_throw_clip_421,source_video_0002,00:38:28,00:38:35
no_throw_clip_422,source_video_0002,00:38:36,00:38:43
no_throw_clip_423,source_video_0002,00:38:44,00:38:51
no_throw_clip_424,source_video_0002,00:38:52,00:38:59
no_throw_clip_425,source_video_0002,00:39:00,00:39:07
no_throw_clip_426,source_video_0002,00:39:08,00:39:15
no_throw_clip_427,source_video_0002,00:39:16,00:39:23
no_throw_clip_428,source_video_0002,00:39:24,00:39:31
no_throw_clip_429,source_video_0002,00:39:32,00:39:39
no_throw_clip_430,source_video_0002,00:39:40,00:39:47
no_throw_clip_431,source_video_0002,00:39:48,00:39:55
no_throw_clip_432,source_video_0002,00:39:56,00:40:03
no_throw_clip_433,source_video_0002,00:40:04,00:40:11
no_throw_clip_434,source_video_0002,00:40:12,00:40:19
no_throw_clip_435,source_video_0002,00:40:20,00:40:27
no_throw_clip_436,source_video_0002,00:40:28,00:40:35
no_throw_clip_437,source_video_0002,00:40:36,00:40:43
no_throw_clip_438,source_video_0002,00:40:44,00:40:51
no_throw_clip_439,source_video_0002,00:40:52,00:40:59
no_throw_clip_440,source_video_0002,00:41:00,00:41:07
no_throw_clip_441,source_video_0002,00:41:08,00:41:15
no_throw_clip_442,source_video_0002,00:41:16,00:41:23
no_throw_clip_443,source_video_0002,00:41:24,00:41:31
no_throw_clip_444,source_video_0002,00:41:32,00:41:39
no_throw_clip_445,source_video_0002,00:41:40,00:41:47
no_throw_clip_446,source_video_0002,00:41:48,00:41:55
no_throw_clip_447,source_video_0002,00:41:56,00:42:03
no_throw_clip_448,source_video_0002,00:42:04,00:42:11
no_throw_clip_449,source_video_0002,00:42:12,00:42:19
no_throw_clip_450,source_video_0002,00:42:20,00:42:27
no_throw_clip_451,source_video_0002,00:42:28,00:42:35
no_throw_clip_452,source_video_0002,00:42:36,00:42:43
no_throw_clip_453,source_video_0002,00:42:44,00:42:51
no_throw_clip_454,source_video_0002,00:42:52,00:42:59
no_throw_clip_455,source_video_0002,00:43:00,00:43:07
no_throw_clip_456,source_video_0002,00:43:08,00:43:15
no_throw_clip_457,source_video_0002,00:43:16,00:43:23
no_throw_clip_458,source_video_0002,00:43:24,00:43:31
no_throw_clip_459,source_video_0002,00:43:32,00:43:39
no_throw_clip_460,source_video_0002,00:43:40,00:43:47
no_throw_clip_461,source_video_0002,00:43:48,00:43:55
no_throw_clip_462,source_video_0002,00:43:56,00:44:03
no_throw_clip_463,source_video_0002,00:44:04,00:44:11
no_throw_clip_464,source_video_0002,00:44:12,00:44:19
no_throw_clip_465,source_video_0002,00:44:20,00:44:27
no_throw_clip_466,source_video_0002,00:44:28,00:44:35
no_throw_clip_467,source_video_0002,00:44:36,00:44:43
no_throw_clip_468,source_video_0002,00:44:44,00:44:51
no_throw_clip_469,source_video_0002,00:44:52,00:44:59
no_throw_clip_470,source_video_0002,00:45:00,00:45:07
no_throw_clip_471,source_video_0002,00:45:08,00:45:15
no_throw_clip_472,source_video_0002,00:45:16,00:45:23
no_throw_clip_473,source_video_0002,00:45:24,00:45:31
no_throw_clip_474,source_video_0002,00:45:32,00:45:39
no_throw_clip_475,source_video_0002,00:45:40,00:45:47
no_throw_clip_476,source_video_0002,00:45:48,00:45:55
no_throw_clip_477,source_video_0002,00:45:56,00:46:03
no_throw_clip_478,source_video_0002,00:46:04,00:46:11
no_throw_clip_479,source_video_0002,00:46:12,00:46:19
no_throw_clip_480,source_video_0002,00:46:20,00:46:27
no_throw_clip_481,source_video_0002,00:46:28,00:46:35
