throw_number,timestamp(hour:min:sec),throw_type,player,score,time_left_fight,white_shido_count,blue_shido_count,white_wazari_count_prior,blue_wazari_count_prior,throw_attempts_prior_white,throw_attempts_prior_blue,weight_category,gender,is_golden_score
668,00:42:04,forwards_throw,white,no_score,00:00:26,1,2,0,0,5,8,u70,f,true

669,00:44:28,forwards_throw,blue,no_score,00:03:17,1,1,0,0,0,0,u90,m,false
670,00:44:51,forwards_throw,blue,no_score,00:02:54,1,1,0,0,0,1,u90,m,false
671,00:45:36,forwards_throw,white,no_score,00:02:23,1,1,0,0,0,2,u90,m,false
672,00:46:10,forwards_throw,white,wazari,00:02:01,1,2,0,0,1,2,u90,m,false
673,00:46:59,forwards_throw,blue,no_score,00:01:25,1,2,1,0,2,2,u90,m,false
674,00:47:07,backwards_throw,white,no_score,00:01:17,1,2,1,0,2,3,u90,m,false
675,00:47:35,forwards_throw,blue,no_score,00:01:02,1,2,1,0,3,3,u90,m,false


