throw_number,timestamp(hour:min:sec),throw_type,player,score,time_left_fight,white_shido_count,blue_shido_count,white_wazari_count_prior,blue_wazari_count_prior,throw_attempts_prior_white,throw_attempts_prior_blue,weight_category,gender,is_golden_score
711,00:31:00,forwards_throw,white,no_score,00:03:01,0,0,0,0,2,1,u70,f,false
712,00:31:16,forwards_throw,blue,no_score,00:02:53,0,1,0,0,3,1,u70,f,false
713,00:31:31,backwards_throw,white,no_score,00:02:42,0,1,0,0,3,2,u70,f,false
714,00:31:33,forwards_throw,blue,no_score,00:02:40,0,1,0,0,4,2,u70,f,false
715,00:31:55,forwards_throw,blue,no_score,00:02:26,0,1,0,0,4,3,u70,f,false
716,00:32:13,backwards_throw,white,no_score,00:02:18,0,1,0,0,4,3,u70,f,false
717,00:32:16,backwards_throw,white,no_score,00:02:12,0,1,0,0,5,3,u70,f,false
718,00:32:21,forwards_throw,white,no_score,00:02:08,0,1,0,0,6,3,u70,f,false
719,00:32:25,backwards_throw,white,no_score,00:02:04,0,1,0,0,7,3,u70,f,false
720,00:32:49,forwards_throw,white,no_score,00:01:49,0,1,0,0,8,3,u70,f,false
721,00:33:16,forwards_throw,blue,no_score,00:01:28,0,2,0,0,9,3,u70,f,false
722,00:33:44,forwards_throw,blue,no_score,00:01:11,0,2,0,0,9,4,u70,f,false
723,00:34:03,backwards_throw,white,no_score,00:00:58,0,2,0,0,9,5,u70,f,false
724,00:34:18,forwards_throw,white,no_score,00:00:48,0,2,0,0,10,5,u70,f,false
725,00:34:22,forwards_throw,blue,no_score,00:00:44,0,2,0,0,11,5,u70,f,false
726,00:34:43,forwards_throw,white,no_score,00:00:33,0,2,0,0,11,6,u70,f,false
727,00:35:53,forwards_throw,blue,no_score,00:00:12,0,2,0,0,12,6,u70,f,true
728,00:36:15,backwards_throw,blue,no_score,00:00:26,0,2,0,0,12,7,u70,f,true
729,00:36:17,forwards_throw,white,no_score,00:00:28,0,2,0,0,12,8,u70,f,true
730,00:36:34,backwards_throw,white,no_score,00:00:38,0,2,0,0,13,8,u70,f,true
731,00:36:38,forwards_throw,blue,no_score,00:00:43,0,2,0,0,14,8,u70,f,true
732,00:36:42,backwards_throw,white,no_score,00:00:47,0,2,0,0,14,9,u70,f,true
733,00:37:33,forwards_throw,white,no_score,00:01:02,0,2,0,0,15,9,u70,f,true
734,00:37:33,backwards_throw,white,no_score,00:01:02,0,2,0,0,16,9,u70,f,true
735,00:37:36,forwards_throw,white,no_score,00:01:05,0,2,0,0,17,9,u70,f,true
736,00:37:36,backwards_throw,white,no_score,00:01:05,0,2,0,0,18,9,u70,f,true
737,00:37:39,forwards_throw,blue,no_score,00:01:08,0,2,0,0,19,9,u70,f,true
738,00:39:02,backwards_throw,blue,no_score,00:01:51,0,2,0,0,19,10,u70,f,true
739,00:39:23,forwards_throw,blue,no_score,00:02:05,0,2,0,0,19,11,u70,f,true
740,00:39:48,backwards_throw,white,no_score,00:02:24,0,2,0,0,19,12,u70,f,true
741,00:39:52,forwards_throw,blue,no_score,00:02:28,0,2,0,0,20,12,u70,f,true
742,00:40:21,forwards_throw,white,no_score,00:02:41,0,2,0,0,20,13,u70,f,true
743,00:40:55,forwards_throw,blue,no_score,00:03:04,0,2,0,0,21,13,u70,f,true
744,00:40:58,backwards_throw,blue,no_score,00:03:07,0,2,0,0,21,14,u70,f,true
745,00:41:10,forwards_throw,blue,no_score,00:03:19,0,2,0,0,21,15,u70,f,true
746,00:41:44,forwards_throw,blue,no_score,00:03:41,1,2,0,0,21,16,u70,f,true
747,00:41:45,forwards_throw,white,no_score,00:03:42,1,2,0,0,21,17,u70,f,true
748,00:42:38,forwards_throw,white,no_score,00:04:18,1,2,0,0,22,17,u70,f,true
749,00:43:23,forwards_throw,blue,no_score,00:04:47,1,2,0,0,23,17,u70,f,true
750,00:43:26,forwards_throw,blue,no_score,00:04:49,1,2,0,0,23,18,u70,f,true
751,00:43:28,backwards_throw,white,no_score,00:04:52,1,2,0,0,23,19,u70,f,true
752,00:44:16,forwards_throw,white,no_score,00:05:04,1,2,0,0,24,19,u70,f,true
753,00:44:18,forwards_throw,blue,no_score,00:05:05,1,2,0,0,25,19,u70,f,true
754,00:44:34,backwards_throw,white,wazari,00:05:17,1,2,0,0,25,20,u70,f,true
